Make,Model,Accident.Number,Event.Id,Aircraft.Category,Engine.Type,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Year,Purpose.of.flight,Weather.Condition,Aircraft.damage,Broad.phase.of.flight,total_accidents,fatality_rate,Safety_Score
Piper,Pa-32R-300,ERA12CA190,20120221X42237,Airplane,Reciprocating,1.0,0.0,0.0,0.0,7.0,2012-02-18,2012,Personal,VMC,Substantial,,16,0.0,100.0
Cessna,182A,CEN12LA218,20120402X33507,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2012-02-18,2012,Personal,VMC,Substantial,,22,0.0,100.0
Cessna,414A,CEN12FA161,20120219X83653,Airplane,Reciprocating,2.0,2.0,0.0,4.0,0.0,2012-02-19,2012,Personal,IMC,Substantial,,5,0.4,60.0
Boeing,737-832,CEN12LA166,20120221X32033,Airplane,Turbo Fan,2.0,0.0,3.0,1.0,132.0,2012-02-19,2012,,,,,1,0.0,100.0
Crain Jac A,Bd-4,CEN12LA167,20120221X70432,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2012-02-19,2012,Personal,VMC,Destroyed,,1,1.0,0.0
Aeronca,7Bcm,WPR12CA114,20120221X91634,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-02-19,2012,Personal,VMC,Substantial,,12,0.0,100.0
Aviat Aircraft Inc,A-1C-200,CEN12LA176,20120301X73555,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-02-19,2012,Personal,VMC,Substantial,,7,0.0,100.0
Cessna,172M,ERA12CA211,20120306X40037,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2012-02-19,2012,Personal,VMC,Substantial,,90,0.0,100.0
Beech,35-A33,WPR12LA109,20120220X14409,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2012-02-20,2012,Personal,VMC,Substantial,,4,0.0,100.0
Enstrom,F28,WPR12LA111,20120220X20738,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-02-20,2012,Instructional,VMC,Substantial,,10,0.0,100.0
Cessna,182A,ANC12CA023,20120221X23717,Airplane,Reciprocating,1.0,0.0,0.0,0.0,4.0,2012-02-20,2012,Personal,VMC,Substantial,,22,0.0,100.0
Dornier,328,DCA12WA040,20120222X12142,Airplane,,,0.0,0.0,0.0,2.0,2012-02-20,2012,,,Minor,,1,0.0,100.0
Burkhart Grob,G-103A Twin Ii Acro,WPR12CA134,20120314X51611,Glider,,0.0,0.0,0.0,0.0,1.0,2012-02-20,2012,Instructional,VMC,Substantial,,1,0.0,100.0
Piper,Pa-24-250,CEN12FA164,20120215X93423,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-02-21,2012,Personal,VMC,Substantial,,26,0.07692307692307693,92.3076923076923
Haycraft,Sport Hornet,WPR12LA113,20120221X84549,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-02-21,2012,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,180H,CEN12LA168,20120223X00341,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-02-21,2012,Personal,VMC,Substantial,,16,0.0,100.0
Bell,407,CEN12RA180,20120305X25243,Helicopter,Turbo Shaft,1.0,0.0,0.0,1.0,0.0,2012-02-21,2012,,VMC,Substantial,,64,0.0,100.0
Rockwell,695,DCA12WA137,20120904X40932,Airplane,,,3.0,0.0,0.0,0.0,2012-02-21,2012,Personal,,Destroyed,,1,3.0,-200.0
Texas Helicopter Corp,Oh-13E/M74,WPR12LA115,20120222X64112,Helicopter,Reciprocating,1.0,0.0,0.0,1.0,0.0,2012-02-22,2012,Aerial Application,VMC,Substantial,,3,0.0,100.0
Cessna,150,WPR12WA133,20120314X23608,Airplane,,1.0,2.0,0.0,0.0,0.0,2012-02-23,2012,Unknown,VMC,Substantial,,140,0.014285714285714285,98.57142857142858
Boeing,737-7H4,WPR12LA119,20120229X70237,Airplane,Turbo Fan,2.0,0.0,1.0,1.0,138.0,2012-02-23,2012,,VMC,,,5,0.0,100.0
Beech,58,CEN12LA169,20120224X40139,Airplane,Reciprocating,2.0,0.0,0.0,1.0,1.0,2012-02-24,2012,Personal,VMC,Substantial,,50,0.0,100.0
Cessna,172S,ERA12FA193,20120225X71947,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-02-24,2012,Personal,VMC,Substantial,,117,0.017094017094017096,98.29059829059828
Piper,Pa-28-161,CEN12LA175,20120301X35342,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-02-24,2012,Instructional,IMC,Substantial,,32,0.0,100.0
Airbus,A321,DCA12FA046,20120302X22622,Airplane,Turbo Fan,2.0,0.0,0.0,1.0,188.0,2012-02-24,2012,,IMC,,,19,0.0,100.0
Beech,S35,WPR12LA116,20120225X83831,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2012-02-25,2012,,VMC,Substantial,,12,0.0,100.0
Eurocopter,As 350 B3,WPR12CA118,20120226X05751,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,1.0,2012-02-25,2012,Positioning,VMC,Substantial,,10,0.0,100.0
Piper,Pa-36-300,ERA12LA195,20120228X91509,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,1.0,2012-02-25,2012,Flight Test,VMC,Substantial,,3,0.0,100.0
Piper,Pa-22-135,CEN12CA173,20120229X13404,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-02-25,2012,Personal,VMC,Substantial,,11,0.0,100.0
Cessna,T210N,CEN12WA178,20120302X14904,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2012-02-25,2012,,VMC,Destroyed,,19,0.05263157894736842,94.73684210526316
Piper,Pa-34,ERA12WA221,20120312X81840,,,,3.0,0.0,0.0,0.0,2012-02-25,2012,,,Substantial,,4,0.75,25.0
Mooney,M20E,CEN12FA170,20120226X01048,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-02-26,2012,Positioning,VMC,Substantial,,25,0.08,92.0
Strout Frank,Aventura Ii,ERA12FA194,20120227X01448,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-02-26,2012,Personal,VMC,Substantial,,1,2.0,-100.0
Boeing,767,DCA12CA045,20120302X00956,Airplane,Turbo Fan,2.0,0.0,0.0,1.0,146.0,2012-02-26,2012,,Unk,,,39,0.0,100.0
Cessna,R172E,CEN12LA171,20120228X04141,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2012-02-27,2012,Business,VMC,Substantial,,5,0.0,100.0
Cessna,208,ERA12WA202,20120302X82430,Airplane,Turbo Prop,,1.0,0.0,0.0,0.0,2012-02-28,2012,Positioning,VMC,Substantial,,57,0.017543859649122806,98.24561403508771
Ragonese Tim,Velocity,ERA12WA257,20120327X14319,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-02-28,2012,Personal,,Substantial,,1,0.0,100.0
Hawker Beechcraft Corp,G58,WPR12WA335,20120730X81434,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2012-02-28,2012,Personal,,Substantial,,3,0.0,100.0
Cirrus Design Corp,Sr22,ERA12FA196,20120229X12019,Airplane,Reciprocating,1.0,3.0,0.0,0.0,0.0,2012-02-29,2012,Personal,VMC,Substantial,,102,0.029411764705882353,97.05882352941177
Bell,Ah-1F,WPR12LA107,20120217X34147,Helicopter,Turbo Shaft,1.0,0.0,2.0,0.0,0.0,2012-03-01,2012,Business,VMC,Substantial,,1,0.0,100.0
Lester Robert E,Kr-2,ERA12CA198,20120301X02918,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-01,2012,Personal,VMC,Substantial,,1,0.0,100.0
Hemp Timothy,Legacy 2000,CEN12FA174,20120301X15130,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-03-01,2012,Personal,VMC,Destroyed,,1,2.0,-100.0
Bell,Oh-58A,ERA12CA199,20120301X44915,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,2.0,2012-03-01,2012,Instructional,VMC,Substantial,,9,0.0,100.0
Cessna,750,DCA12RA047,20120302X32033,Airplane,,,5.0,0.0,0.0,0.0,2012-03-01,2012,Business,,Destroyed,,3,1.6666666666666667,-66.66666666666667
Eurocopter,As 350 B3,WPR12TA120,20120302X74637,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,2.0,2012-03-01,2012,Public Aircraft - State,VMC,Substantial,,10,0.0,100.0
Cessna,182P,ERA12FAMS1,20120307X80412,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2012-03-01,2012,Personal,VMC,Substantial,,34,0.029411764705882353,97.05882352941177
Siai-Marchetti,Sf.260Tp,WPR12CA121,20120302X81859,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,2.0,2012-03-02,2012,Personal,VMC,Substantial,,1,0.0,100.0
Cessna Aircraft Co,Lc42-550Fg,ERA12FA205,20120303X31233,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-03-02,2012,Personal,IMC,Destroyed,,1,2.0,-100.0
American Champion Aircraft,7Gcaa,ERA12CA204,20120303X71045,Airplane,Reciprocating,1.0,0.0,1.0,1.0,0.0,2012-03-02,2012,Instructional,VMC,Substantial,,4,0.0,100.0
Cessna,188,ERA12WA223,20120313X55546,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2012-03-02,2012,Aerial Application,,Substantial,,14,0.07142857142857142,92.85714285714286
Piper,Pa-30,CEN12LA204,20120326X20654,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2012-03-02,2012,Personal,VMC,Substantial,,27,0.0,100.0
Mooney,M20M,ERA12LA206,20120303X93401,Airplane,Reciprocating,1.0,0.0,0.0,2.0,0.0,2012-03-03,2012,Personal,VMC,Substantial,,15,0.0,100.0
Skeeter,1M,CEN12LA179,20120305X03358,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2012-03-03,2012,Personal,VMC,Substantial,,1,1.0,0.0
Cessna,172N,ERA12WA212,20120306X45142,,,,1.0,0.0,0.0,0.0,2012-03-03,2012,Instructional,,Destroyed,,99,0.010101010101010102,98.98989898989899
Bombardier Inc,Cl-600-2B19,DCA12CA059,20120410X01241,Airplane,Turbo Fan,2.0,0.0,0.0,1.0,49.0,2012-03-03,2012,,VMC,,,6,0.0,100.0
Aerospatiale,As 355F1,WPR12LA125,20120308X54424,Helicopter,Turbo Shaft,2.0,0.0,0.0,0.0,1.0,2012-03-03,2012,External Load,VMC,Substantial,,2,0.0,100.0
Bowers Fly Baby,1-A,WPR12LA122,20120305X03128,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2012-03-04,2012,Personal,VMC,Substantial,,2,0.0,100.0
Cessna,172S,ERA12CA209,20120306X91216,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-04,2012,Personal,VMC,Substantial,,117,0.0,100.0
American Champion Aircraft,8Kcab,ERA12CA220,20120309X50005,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-04,2012,Personal,VMC,Substantial,,11,0.0,100.0
Cessna,170B,WPR12CA132,20120313X32233,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-04,2012,Personal,VMC,Substantial,,55,0.0,100.0
Bellanca,7Gcbc,WPR12FA123,20120306X22101,Airplane,Reciprocating,1.0,1.0,0.0,1.0,0.0,2012-03-05,2012,Personal,VMC,Substantial,,28,0.03571428571428571,96.42857142857143
Piper,Pa-22-150,CEN12LA182,20120308X25331,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-05,2012,Personal,VMC,Substantial,,26,0.0,100.0
Sikorsky Aircraft Corporation,269C,CEN12LA181,20120308X94202,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-05,2012,Personal,VMC,Substantial,,1,0.0,100.0
Bombardier Learjet Corp.,35A,ANC12IA024,20120306X11830,Airplane,Turbo Fan,2.0,0.0,0.0,0.0,6.0,2012-03-06,2012,,VMC,Minor,,1,0.0,100.0
Bell,206B,ERA12LA210,20120306X15005,Helicopter,Turbo Shaft,1.0,0.0,3.0,0.0,0.0,2012-03-06,2012,Instructional,VMC,Substantial,,73,0.0,100.0
Israel Aircraft Industries,F21-C2,DCA12PA049,20120307X13644,Airplane,Turbo Jet,1.0,1.0,0.0,0.0,0.0,2012-03-06,2012,Public Aircraft - Federal,IMC,Destroyed,,1,1.0,0.0
Cessna,140A,ERA12CA215,20120307X14949,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-06,2012,Personal,VMC,Substantial,,5,0.0,100.0
Piper,Pa28R,ERA12WA239,20120320X65632,Airplane,Reciprocating,1.0,3.0,0.0,0.0,0.0,2012-03-06,2012,Personal,,Destroyed,,62,0.04838709677419355,95.16129032258065
Piper,Pa-31-350,ERA12CA218,20120309X70038,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2012-03-07,2012,Executive/corporate,VMC,Substantial,,16,0.0,100.0
Air Tractor Inc,At-502B,ERA12CA216,20120308X05028,Airplane,Turbo Prop,1.0,0.0,0.0,0.0,1.0,2012-03-07,2012,Aerial Application,VMC,Substantial,,17,0.0,100.0
Cessna,310K,ERA12LA217,20120308X42230,Airplane,Reciprocating,2.0,0.0,0.0,0.0,1.0,2012-03-07,2012,Personal,VMC,Substantial,,2,0.0,100.0
Robinson Helicopter,R22 Beta,WPR12CA117,20120225X84350,Helicopter,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-08,2012,Instructional,VMC,Substantial,,61,0.0,100.0
Piper,Pa-18-150,CEN12CA183,20120308X63616,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2012-03-08,2012,Personal,VMC,Substantial,,64,0.0,100.0
Quicksilver,Mx Sprint Ii,WPR12LA126,20120308X85231,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-08,2012,Personal,VMC,Substantial,,1,0.0,100.0
Gulfstream Aerospace,Gv Sp (G550),OPS12WA430,20120319X92038,Airplane,,2.0,0.0,0.0,0.0,0.0,2012-03-08,2012,Business,Unk,,,1,0.0,100.0
Cessna,172N,WPR12CA127,20120309X04504,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-09,2012,Personal,VMC,Substantial,,99,0.0,100.0
Cirrus Design Corp,Sr22,ERA12LA219,20120309X22913,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2012-03-09,2012,Instructional,VMC,Substantial,,102,0.0,100.0
Cessna,U206G,ANC12CA027,20120316X94235,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-09,2012,Business,VMC,Substantial,,22,0.0,100.0
Cessna,172N,ERA12CA222,20120313X30702,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2012-03-10,2012,Personal,VMC,Substantial,,99,0.0,100.0
Beech,76,WPR12LA128,20120311X02621,Airplane,Reciprocating,2.0,0.0,0.0,0.0,3.0,2012-03-11,2012,Personal,VMC,Substantial,,18,0.0,100.0
Cessna,180H,CEN12CA185,20120312X53017,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2012-03-11,2012,Personal,VMC,Substantial,,16,0.0,100.0
Hughes,369,ANC12CA025,20120313X43536,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,4.0,2012-03-11,2012,,VMC,Substantial,,32,0.0,100.0
Stinson,108-3,WPR12CA129,20120312X02049,Airplane,Reciprocating,1.0,0.0,2.0,0.0,0.0,2012-03-12,2012,Personal,VMC,Substantial,,9,0.0,100.0
Diamond Aircraft Ind Inc,Da 42,ERA12CA236,20120320X01012,Airplane,Reciprocating,2.0,0.0,0.0,0.0,2.0,2012-03-12,2012,Instructional,VMC,Substantial,,2,0.0,100.0
Bell,206L-3,CEN12CA191,20120320X90348,Helicopter,Turbo Shaft,1.0,0.0,0.0,0.0,1.0,2012-03-12,2012,Business,VMC,Substantial,,11,0.0,100.0
Brice Ron,Glastar Sportsman 2+,CEN12LA187,20120314X33326,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2012-03-13,2012,Personal,VMC,Substantial,,1,1.0,0.0
Dehavilland,Beaver Dhc-2,ANC12LA026,20120314X70339,Airplane,Reciprocating,1.0,0.0,1.0,1.0,0.0,2012-03-13,2012,,IMC,Substantial,,2,0.0,100.0
Cook,Smith Avn Replica Su,WPR12LA135,20120314X71745,Airplane,Reciprocating,1.0,0.0,1.0,0.0,1.0,2012-03-13,2012,Ferry,VMC,Substantial,,1,0.0,100.0
Michael S/Michael K,Safari,ERA12LA226,20120315X25642,Helicopter,Reciprocating,1.0,0.0,0.0,1.0,1.0,2012-03-13,2012,Personal,VMC,Substantial,,1,0.0,100.0
Beech,1900D,ENG12IA024,20120531X95046,Airplane,Turbo Prop,2.0,0.0,0.0,0.0,0.0,2012-03-13,2012,,,Minor,,3,0.0,100.0
Cessna,T210J,ERA12LA224,20120314X00429,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2012-03-14,2012,Personal,VMC,Substantial,,1,0.0,100.0
Cessna,182,WPR12CA137,20120316X31834,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-14,2012,Skydiving,VMC,Substantial,,232,0.0,100.0
Piper,Pa-32R-300,ERA12IA237,20120320X55912,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-14,2012,Instructional,VMC,,,16,0.0,100.0
Cessna,150L,WPR12FA136,20120315X14443,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-03-15,2012,Instructional,IMC,Substantial,,29,0.06896551724137931,93.10344827586206
Emeraude,Cp-301-A,ERA12LA227,20120315X35524,Airplane,Reciprocating,1.0,2.0,0.0,0.0,0.0,2012-03-15,2012,Personal,VMC,Substantial,,1,2.0,-100.0
Cessna,501,ERA12FA225,20120315X52136,Airplane,Turbo Fan,2.0,5.0,0.0,0.0,0.0,2012-03-15,2012,Personal,VMC,Substantial,,11,0.45454545454545453,54.54545454545454
Convair,440 - No Series,DCA12FA051,20120315X63245,Airplane,Reciprocating,,2.0,0.0,0.0,0.0,2012-03-15,2012,,VMC,Destroyed,,1,2.0,-100.0
Piper,Pa-28-151,ERA12CA228,20120316X41023,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2012-03-15,2012,Instructional,VMC,Substantial,,14,0.0,100.0
Beech,B36,WPR12FA139,20120317X91318,Airplane,Reciprocating,1.0,1.0,0.0,0.0,0.0,2012-03-15,2012,Positioning,Unk,Substantial,,3,0.3333333333333333,66.66666666666667
Robinson Helicopter,R22 Beta,WPR12LA140,20120318X65755,Helicopter,Reciprocating,1.0,0.0,1.0,0.0,0.0,2012-03-15,2012,Instructional,VMC,Substantial,,61,0.0,100.0
Piper,Pa-28R-180,ERA12CA232,20120319X42518,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-15,2012,Personal,VMC,Substantial,,13,0.0,100.0
Cessna,177B,CEN12CA194,20120320X60204,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2012-03-15,2012,Personal,VMC,Substantial,,19,0.0,100.0
Air Tractor Inc,At-301A,CEN12CA264,20120501X70035,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-15,2012,Aerial Application,VMC,Substantial,,1,0.0,100.0
Raven Industries Inc,S-66A,WPR12LA138,20120316X40147,Balloon,,0.0,0.0,3.0,0.0,6.0,2012-03-16,2012,Other Work Use,VMC,Substantial,,1,0.0,100.0
Flight Design Gmbh,Ctsw,ERA12LA229,20120316X50725,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-16,2012,Personal,VMC,Substantial,,12,0.0,100.0
Firefly Balloons Inc,Firefly 8,ERA12LA231,20120319X33240,Balloon,,0.0,1.0,0.0,0.0,7.0,2012-03-16,2012,Skydiving,VMC,Substantial,,1,1.0,0.0
Cessna,172K,ERA12LA234,20120320X73601,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-16,2012,Instructional,VMC,Substantial,,24,0.0,100.0
Cessna,A185F,CEN12CA190,20120319X03943,Airplane,Reciprocating,1.0,0.0,0.0,0.0,3.0,2012-03-17,2012,Personal,VMC,Substantial,,47,0.0,100.0
Sadler Terry A,Merlin,ERA12LA230,20120319X71436,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2012-03-17,2012,Personal,VMC,Substantial,,1,0.0,100.0
Bellanca,17-30A,CEN12CA193,20120320X45206,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-17,2012,Personal,VMC,Substantial,,16,0.0,100.0
Cessna,182,ERA12WA240,20120320X72709,,,,3.0,0.0,0.0,0.0,2012-03-17,2012,Personal,,Substantial,,232,0.01293103448275862,98.70689655172413
Piper,J3C-65,ERA12CA235,20120320X95501,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-17,2012,Personal,VMC,Substantial,,23,0.0,100.0
Piper,Pa-28-161,CEN12FA188,20120318X91942,Airplane,Reciprocating,1.0,1.0,0.0,1.0,0.0,2012-03-18,2012,Personal,VMC,Substantial,,32,0.03125,96.875
Boehlke Kevin P,2/3 Scale Jenny,ERA12LA233,20120319X43848,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2012-03-18,2012,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa-28R-200,CEN12LA189,20120319X84023,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-18,2012,Instructional,VMC,Substantial,,24,0.0,100.0
Piper,Pa-28R-200,ERA12CA242,20120321X24816,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-18,2012,Instructional,VMC,Substantial,,24,0.0,100.0
Mooney,M20M,ERA12CA244,20120322X52544,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-18,2012,Personal,VMC,Substantial,,15,0.0,100.0
Cessna,172K,ERA12LA241,20120321X23409,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-20,2012,Instructional,VMC,Substantial,,24,0.0,100.0
Grimm,Rv-9A,WPR12LA141,20120321X33932,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-20,2012,Personal,VMC,Substantial,,1,0.0,100.0
Piper,Pa-28-140,CEN12LA195,20120321X62302,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-20,2012,Instructional,VMC,Substantial,,79,0.0,100.0
Boeing,737-7H4,WPR12LA144,20120322X25316,Airplane,Turbo Fan,2.0,0.0,0.0,1.0,141.0,2012-03-20,2012,,VMC,,,5,0.0,100.0
Aeronca,7Ac,ERA12CA245,20120322X85730,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-20,2012,Instructional,VMC,Substantial,,49,0.0,100.0
Saab,2000,WPR12WA167,20120417X44456,,,,0.0,0.0,0.0,50.0,2012-03-20,2012,,,,,2,0.0,100.0
Beech,35,CEN12FA196,20120322X05609,Airplane,Reciprocating,1.0,3.0,0.0,0.0,0.0,2012-03-21,2012,Personal,IMC,Substantial,,44,0.06818181818181818,93.18181818181819
Piper,Pa-22-150,CEN12LA197,20120322X83547,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2012-03-21,2012,Personal,VMC,Substantial,,26,0.0,100.0
Jdt,Minimax,ERA12CA248,20120323X64122,Ultralight,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-21,2012,Personal,VMC,Substantial,,1,0.0,100.0
Beech,35-C33,WPR12LA147,20120327X44242,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-21,2012,Personal,VMC,Substantial,,5,0.0,100.0
Beech,V35B,CEN12CA225,20120404X13758,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-21,2012,Personal,VMC,Substantial,,23,0.0,100.0
Piper,Pa-28-140,WPR12CA142,20120322X10452,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-22,2012,Instructional,VMC,Substantial,,79,0.0,100.0
Bell,407,ERA12WA243,20120322X21206,,Turbo Shaft,,1.0,0.0,0.0,0.0,2012-03-22,2012,Personal,,Substantial,,64,0.015625,98.4375
Reich,Glastar,WPR12LA143,20120322X70857,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-22,2012,Personal,VMC,Substantial,,1,0.0,100.0
Beech,300,ERA12WA249,20120323X64925,Airplane,,2.0,8.0,0.0,0.0,0.0,2012-03-22,2012,,VMC,Destroyed,,5,1.6,-60.00000000000001
Gerner,Evans We-1,CEN12LA239,20120412X21846,Airplane,Reciprocating,1.0,0.0,1.0,0.0,0.0,2012-03-22,2012,Personal,VMC,Substantial,,1,0.0,100.0
Diamond Aircraft Ind Inc,Da 20-C1,ERA12LA246,20120323X40512,Airplane,Reciprocating,1.0,0.0,1.0,1.0,0.0,2012-03-23,2012,Instructional,VMC,Substantial,,4,0.0,100.0
Mooney,M20J,ERA12CA247,20120323X60614,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-23,2012,Personal,VMC,Substantial,,65,0.0,100.0
Piper,Pa46,ERA12LA250,20120324X13858,Airplane,Turbo Prop,1.0,0.0,0.0,1.0,0.0,2012-03-23,2012,Personal,VMC,Substantial,,50,0.0,100.0
Rockwell International,690C,WPR12CA145,20120324X21405,Airplane,Turbo Prop,2.0,0.0,0.0,0.0,5.0,2012-03-23,2012,Other Work Use,IMC,Substantial,,1,0.0,100.0
Bell,407,ERA12TA251,20120324X31438,Helicopter,Turbo Shaft,1.0,0.0,2.0,0.0,0.0,2012-03-23,2012,Public Aircraft - Local,VMC,Substantial,,64,0.0,100.0
Cessna,172S,CEN12FA199,20120325X10800,Airplane,Reciprocating,1.0,2.0,1.0,0.0,0.0,2012-03-23,2012,Instructional,VMC,Substantial,,117,0.017094017094017096,98.29059829059828
Cirrus Design Corporation,Sr22T,CEN12LA220,20120403X00927,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-23,2012,Personal,VMC,Substantial,,1,0.0,100.0
New Kolb Aircraft Co,Mark Iii Classic,ERA12LA252,20120324X70622,Airplane,Reciprocating,1.0,0.0,0.0,0.0,2.0,2012-03-24,2012,Personal,VMC,Substantial,,1,0.0,100.0
Mooney,M20J,CEN12LA198,20120324X93454,Airplane,Reciprocating,1.0,0.0,0.0,2.0,0.0,2012-03-24,2012,Positioning,VMC,Substantial,,65,0.0,100.0
Piper,Pa-28-180,ERA12LA253,20120325X51737,Airplane,Reciprocating,1.0,0.0,0.0,1.0,1.0,2012-03-24,2012,Personal,VMC,Substantial,,37,0.0,100.0
Cessna,172P,CEN12CA200,20120326X00523,Airplane,Reciprocating,1.0,0.0,1.0,0.0,2.0,2012-03-24,2012,Personal,VMC,Substantial,,57,0.0,100.0
Joy Aviation Ltd,Vans Rv-6,CEN12CA201,20120326X01225,Airplane,Reciprocating,1.0,0.0,0.0,0.0,1.0,2012-03-24,2012,Personal,IMC,Substantial,,1,0.0,100.0
Smith,Aerostar 601P,CEN12CA202,20120326X10400,Airplane,Reciprocating,2.0,0.0,0.0,0.0,3.0,2012-03-24,2012,Personal,IMC,Substantial,,4,0.0,100.0
Enbody Frank,Gy 201 Minicab,CEN12LA203,20120326X11711,Airplane,Reciprocating,1.0,1.0,0.0,1.0,0.0,2012-03-24,2012,Personal,VMC,Substantial,,1,1.0,0.0
Hall Jeffrey,Hall Rv-4,CEN12CA206,20120326X54016,Airplane,Reciprocating,1.0,0.0,0.0,1.0,0.0,2012-03-24,2012,Personal,VMC,Substantial,,1,0.0,100.0
